Name,Email,Location,Zip Code,Age,Gender,Language,Loyalty Program Member,Product Name,Purchase History,Avg Order Value,Cart Abandoned,Payment Method,Page Views,Time Spent (min),Clickstream Data,Search Query,Bounce Rate,Newsletter Opened,Product Rating,Support Queries,Survey Response,Social Media Share,Device Type,Browser Type,Operating System,IP Address,Referral Source,Promotional Elasticity,Loyalty Effect on Purchase,Engagement Score,Cost per Acquisition (CPA),Cost per Channel,Total Revenue,Gross Profit,Net Profit,COGS,Operating Expenses,Profit Margin (%),Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Churned,Customer ID,Transaction Date,Previous Category,Total Completed Purchase Value,Total Orders in Time Slot,Total Floated Coupon,Reactivated Customers (Per Campaign),Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Purchase Stage,Product Page Visits,Add to Cart Count,Checkout Initiated,Payments Attempted,Payments Successful,Return Requests,Out of Stock Occurrences,Defective Complaints,Last Purchase Date,Subscription Cancelled,Churn Reason,Discount Applied,Product Price,Quantity Sold,Chargebacks,Number of Chargebacks,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Impact of Support Quality on Repeat Purchases,Total Units,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_ID,Store_Location_City,Store_Location_Country,POS_Transaction_ID,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Transaction Amount,Checkout Abandoned,Payment Failure,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Impressions,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag,Channel
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.58,True,4.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,149.61,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,1,5344,2024-12-19,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-08-26,0,Other,20,149.402795,2.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE977,São Paulo,Germany,TXN14675,Biscuits,Low,In Stock,4,0.39,8,Bread,0.65,40.99,Medium,1596,Seniors,High,149.61,0,0,0,No,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.52,True,4.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,26.06,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,1,5344,2024-09-30,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-06-28,0,Other,20,149.402795,11.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE918,Mumbai,USA,TXN90126,Biscuits,Low,In Stock,2,0.74,10,Dairy,0.53,22.2,Medium,3345,Mixed,Low,26.06,0,0,0,Yes,0,Returning,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.58,True,1.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,181.13,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-02-13,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-08-29,0,Other,buy 1 get 1,149.402795,15.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE126,Mumbai,USA,TXN13750,Biscuits,Medium,In Stock,6,0.44,6,Snacks,0.61,6.84,High,878,Families,Low,181.13,0,0,1,Yes,0,Returning,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.56,True,4.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,35.52,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-02-04,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-09-15,0,Other,buy 1 get 1,149.402795,2.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE653,Sydney,Germany,TXN32668,Chocolate,Medium,In Stock,5,0.46,6,Bread,0.47,25.62,Medium,2340,Families,Medium,35.52,0,0,0,Yes,0,Loyal,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,1.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.22,True,5.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,157.94,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-01-27,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-01-24,0,Other,10% off,149.402795,1.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE734,New York,USA,TXN66590,Snacks,Medium,In Stock,9,0.86,2,Soft Drinks,0.36,8.02,High,1644,Families,High,157.94,1,0,0,No,0,Returning,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.4,True,2.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,135.95,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-02-25,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-12-25,0,Other,buy 1 get 1,149.402795,14.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE872,Mumbai,India,TXN17667,Chocolate,Low,In Stock,6,1.0,10,Dairy,0.46,17.14,Medium,3208,Young Adults,Low,135.95,0,0,0,Yes,0,Returning,East,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.68,True,1.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,91.8,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-09-20,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-11-10,0,Other,buy 1 get 1,149.402795,3.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE346,London,Australia,TXN59543,Gum,High,In Stock,1,0.6,4,Snacks,0.88,23.36,Medium,4253,Mixed,Medium,91.8,0,0,0,No,1,New,East,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.31,True,4.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,12.85,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-09-21,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-02-20,1,Other,10% off,149.402795,5.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE788,São Paulo,USA,TXN59819,Chocolate,Medium,In Stock,1,0.98,7,Bread,0.06,7.24,Low,1594,Seniors,High,12.85,0,0,0,No,0,New,North,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.68,True,5.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,105.36,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-03-01,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-08-17,0,Other,seasonal offer,149.402795,13.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE972,Berlin,Australia,TXN70875,Candy,Low,In Stock,9,0.75,7,Bread,0.58,42.73,High,2439,Mixed,High,105.36,0,0,0,Yes,0,Loyal,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,1.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.45,True,5.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,64.48,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,1,5344,2025-01-08,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-12-29,0,Other,seasonal offer,149.402795,5.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE529,New York,India,TXN86367,Candy,Low,In Stock,7,0.48,8,Bread,0.51,6.99,Low,2919,Families,Low,64.48,1,0,0,No,0,New,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.38,True,3.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,45.37,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-02-01,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-12-13,0,Other,20,149.402795,18.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE590,New York,Germany,TXN77194,Snacks,Medium,In Stock,3,0.9,9,Bread,0.87,23.81,High,4155,Seniors,Medium,45.37,0,0,0,No,0,New,North,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.49,True,3.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,140.33,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-12-06,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-04-26,0,Other,20,149.402795,15.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE981,Mumbai,Brazil,TXN35136,Beverages,High,In Stock,5,0.31,5,Bread,0.41,24.21,Low,2573,Families,Medium,140.33,0,0,0,Yes,1,Returning,East,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.59,True,2.0,Delayed Order,Negative,True,Tablet,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,117.39,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-09-09,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-06-29,0,Other,buy 1 get 1,149.402795,16.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE293,Sydney,Brazil,TXN52791,Biscuits,Medium,In Stock,8,0.24,4,Dairy,0.92,9.79,High,3581,Families,High,117.39,0,0,0,No,1,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.34,True,1.0,Delayed Order,Negative,True,Tablet,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,76.22,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-09-28,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-05-23,1,Other,buy 1 get 1,149.402795,19.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE310,New York,India,TXN78423,Beverages,Medium,Out of Stock,10,0.15,9,Bread,0.15,28.02,High,1592,Families,Medium,76.22,0,0,0,Yes,0,Returning,North,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,1.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.12,True,4.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,75.23,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-11-28,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-05-17,0,Other,20,149.402795,17.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE727,London,UK,TXN90480,Gum,Medium,In Stock,8,0.84,4,Soft Drinks,0.72,36.47,Medium,2588,Mixed,Medium,75.23,0,0,1,Yes,0,New,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,1.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.53,True,4.0,Delayed Order,Negative,True,Tablet,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,148.73,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-12-11,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-01-17,1,Other,buy 1 get 1,149.402795,12.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE984,New York,Brazil,TXN13924,Snacks,Medium,In Stock,2,0.92,9,Bread,0.63,45.23,Low,1874,Families,Medium,148.73,0,0,0,No,0,New,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.67,True,5.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,97.24,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-12-24,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-06-20,0,Other,buy 1 get 1,149.402795,20.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE368,Berlin,India,TXN52871,Gum,Medium,In Stock,6,0.85,2,Snacks,0.2,22.55,Low,1439,Seniors,High,97.24,0,0,0,No,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,0,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.47,True,4.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,83.98,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-01-10,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-02-22,0,Other,20,149.402795,15.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE366,Berlin,Germany,TXN28794,Biscuits,Low,In Stock,10,0.1,9,Bread,0.57,48.07,Low,2680,Families,Low,83.98,0,0,0,Yes,0,Returning,East,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.21,True,2.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,189.24,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2025-02-24,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-06-04,0,Other,seasonal offer,149.402795,1.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE952,Sydney,India,TXN62737,Gum,Low,In Stock,5,0.05,8,Bread,0.58,6.53,Low,3306,Mixed,Medium,189.24,0,0,0,No,0,Returning,West,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,1.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.25,True,3.0,Delayed Order,Negative,True,Desktop,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,16.02,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,0,5344,2024-09-30,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-03-07,0,Other,10% off,149.402795,17.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE924,São Paulo,Australia,TXN97800,Candy,High,Out of Stock,3,0.52,9,Soft Drinks,0.42,36.89,Low,2910,Young Adults,High,16.02,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
User1,user1000958@outlook.com,Toronto,54374,42,Other,English,1,Generic Product,Beauty,154.71471518075953,0.0,UPI,25,00:11:03,Home > Chocolate > Dairy Milk,Snacks,0.65,True,5.0,Delayed Order,Negative,True,Mobile,Safari,MacOS,0.197.144.161,Email,1.0609499999999998,57.80788799999999,0.7904774881952334,6.32,3.16,113.8,23.714324645857,-26.285675354142956,55.33342417366634,100.0,-167.46110545477066,86.95252370147568,3.949222109095413,50.0,15.809549763904666,1,5344,2024-11-09,Beauty,155.1320821600041,4,5,2,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,2,349,290,261,244,239,4,1,0,2023-02-05,1,Other,10% off,149.402795,2.0,1,0,0,00:01:33,00:00:45,00:01:29,2.4425,10.0,00:03:57,00:01:26,00:05:26,No,Shipping carrier issue,No,No,Credit card expired,Retail Data,Generic Retailer,STORE881,Mumbai,Australia,TXN53493,Biscuits,Low,In Stock,9,0.95,9,Bread,0.54,30.85,Medium,4837,Seniors,Low,113.8,0,0,0,No,0,Returning,North,ORD10000,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,5142,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1,Web
