Name,Email,Location,Zip Code,Age,Gender,Language,Loyalty Program Member,Product Name,Purchase History,Avg Order Value,Cart Abandoned,Payment Method,Page Views,Time Spent (min),Clickstream Data,Search Query,Bounce Rate,Newsletter Opened,Product Rating,Support Queries,Survey Response,Social Media Share,Device Type,Browser Type,Operating System,IP Address,Referral Source,Promotional Elasticity,Loyalty Effect on Purchase,Engagement Score,Cost per Acquisition (CPA),Cost per Channel,Total Revenue,Gross Profit,Net Profit,COGS,Operating Expenses,Profit Margin (%),Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Churned,Customer ID,Transaction Date,Previous Category,Total Completed Purchase Value,Total Orders in Time Slot,Total Floated Coupon,Reactivated Customers (Per Campaign),Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Purchase Stage,Product Page Visits,Add to Cart Count,Checkout Initiated,Payments Attempted,Payments Successful,Return Requests,Out of Stock Occurrences,Defective Complaints,Last Purchase Date,Subscription Cancelled,Churn Reason,Discount Applied,Product Price,Quantity Sold,Chargebacks,Number of Chargebacks,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Impact of Support Quality on Repeat Purchases,Total Units,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_ID,Store_Location_City,Store_Location_Country,POS_Transaction_ID,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Transaction Amount,Checkout Abandoned,Payment Failure,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Impressions,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag,Channel,Cluster
User475,user475247@gmail.com,Sydney,53208,43,Male,Chinese,1,Bournville,Bournville (2 times),40.85,1,UPI,24,10.93333333,Home > Chocolate > Bournville,Bournville,0,FALSE,3,Delayed Order,Negative,TRUE,Tablet,Edge,MacOS,196.205.83.76,Facebook,0.2,49.02,0.4376,2,1,43.76,13.128,-36.872,30.632,100,-84.25959781,48.136,2.285191956,50,8.752,0,8485,3/1/2021,Halls,40.85,9,4,2,59.58242937,724.3959819,66.90140773,High,2/16/2021,8,4,2,4,422,343,302,283,280,4,2,1,9/21/2024,0,Service,10,209,15,0,0,0,0:03:00,0:02:00,0:05:00,7,10,0:06:00,0:00:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User476,user476419@mondelez.com,London,71060,34,Other,French,0,Oreo,Oreo (7 times),29.96,1,Cash on Delivery,29,15.26666667,Home > Biscuits > Oreo,Oreo,1,TRUE,4,Delayed Order,Negative,TRUE,Desktop,Edge,Android,29.179.252.149,EmailCampaign,0.2,29.96,0.509,2,1,50.9,15.27,-34.73,35.63,100,-68.23182711,55.99,1.964636542,50,10.18,0,1383,4/1/2022,Dairy Milk,29.96,5,0,1,384.2061603,265.6372609,58.01980699,Medium,3/3/2022,6,5,6,8,251,186,166,151,144,1,0,2,6/28/2024,1,Other,10,254,7,0,0,0,0:02:00,0:02:00,0:05:00,3,10,0:06:00,0:01:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User477,user477148@outlook.com,Sydney,33281,44,Other,Hindi,1,Dentyne,Dentyne (6 times),68.02,1,PayPal,40,14.01666667,Home > Gum > Dentyne,Snacks,1,FALSE,4,Delayed Order,Positive,FALSE,Mobile,Edge,Windows,219.121.122.172,Facebook,0.2,81.624,0.34195122,2,1,34.19512195,10.25853659,-39.74146341,23.93658537,100,-116.2196862,37.61463415,2.924393723,50,6.83902439,1,5334,6/1/2023,Dairy Milk,68.02,2,2,0,125.782027,291.4408257,12.32463877,Medium,5/3/2023,4,2,2,3,343,307,278,263,256,4,3,2,11/24/2024,0,No Need,10,162,17,0,0,0,0:05:00,0:02:00,0:05:00,10,10,0:04:00,0:01:00,0:07:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User478,user478601@gmail.com,NewYork,28529,47,Female,Spanish,1,Bournville,Bournville (1 times),18.32,0,UPI,1,18.51666667,Home > Chocolate > Bournville,Bournville,1,TRUE,4,Product Complaint,Neutral,TRUE,Desktop,Safari,iOS,85.144.99.232,Direct,0.2,21.984,9.26,2,1,926,277.8,227.8,648.2,100,24.60043197,1018.6,0.107991361,50,185.2,0,5290,5/1/2023,Mirinda,18.32,6,1,1,360.2241264,178.194357,96.15674531,Low,4/23/2023,4,8,8,6,268,196,163,158,149,8,1,1,2/9/2025,1,Other,10,217,12,0,0,0,0:01:00,0:01:00,0:05:00,9,10,0:03:00,0:03:00,0:06:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,3
User479,user479177@mondelez.com,Mumbai,17540,57,Male,Hindi,1,Sour Patch,Sour Patch (3 times),74.67,0,Cash on Delivery,23,5.283333333,Home > Candy > Sour Patch,Snacks,0,FALSE,4,Delayed Order,Neutral,TRUE,Desktop,Firefox,Windows,70.137.104.62,EmailCampaign,0.8,89.604,0.220416667,8,4,22.04166667,6.6125,-43.3875,15.42916667,100,-196.8431002,24.24583333,4.536862004,50,4.408333333,0,3725,3/1/2022,BelVita,74.67,7,2,2,395.9667105,428.0239145,61.32226289,Low,2/7/2022,8,8,7,4,298,271,247,226,226,9,4,1,8/17/2024,1,Other,20,402,18,0,0,0,0:05:00,0:01:00,0:04:00,8,10,0:07:00,0:01:00,0:10:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User480,user480606@yahoo.com,Mumbai,46834,35,Male,French,0,Sour Patch,Sour Patch (3 times),79.83,1,Credit Card,32,19.9,Home > Candy > Sour Patch,Snacks,0,TRUE,2,Product Complaint,Neutral,FALSE,Tablet,Firefox,MacOS,36.111.0.90,Instagram,0.2,79.83,0.603333333,2,1,60.33333333,18.1,-31.9,42.23333333,100,-52.87292818,66.36666667,1.657458564,50,12.06666667,0,7204,1/1/2023,BelVita,79.83,8,4,0,388.6753966,842.4345165,88.70426125,Low,12/19/2022,3,4,2,6,224,126,110,91,88,0,0,1,7/21/2024,0,Service,15,302,14,0,0,0,0:02:00,0:01:00,0:01:00,8,10,0:07:00,0:02:00,0:08:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User481,user481892@outlook.com,Sydney,45156,29,Other,English,0,BelVita,BelVita (8 times),71.22,1,PayPal,6,18.85,Home > Biscuits > BelVita,BelVita,1,FALSE,1,Delayed Order,Positive,TRUE,Desktop,Edge,iOS,95.116.17.90,Instagram,0.8,71.22,2.692857143,8,4,269.2857143,80.78571429,30.78571429,188.5,100,11.43236074,296.2142857,0.371352785,50,53.85714286,0,7111,11/1/2022,Trident,71.22,5,0,1,417.8759426,852.7232114,76.11671539,Low,10/4/2022,8,5,4,4,252,206,176,152,149,9,1,0,2/5/2025,1,No Need,5,490,15,0,0,0,0:01:00,0:01:00,0:05:00,4,10,0:04:00,0:00:00,0:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,3
User482,user482146@gmail.com,Toronto,78535,33,Other,Chinese,0,Halls,Halls (8 times),46.46,0,Credit Card,30,8.583333333,Home > Candy > Halls,Halls,1,TRUE,1,Payment Issue,Neutral,TRUE,Desktop,Firefox,Android,146.179.194.159,Direct,0.2,46.46,0.277096774,2,1,27.70967742,8.312903226,-41.68709677,19.39677419,100,-150.4423749,30.48064516,3.608847497,50,5.541935484,0,5251,1/1/2023,Tang,46.46,8,2,0,188.485318,876.1262795,40.6749694,Low,12/5/2022,4,5,7,2,350,285,250,240,234,4,0,1,5/30/2024,1,Quality,10,235,15,0,0,0,0:01:00,0:01:00,0:02:00,5,10,0:02:00,0:00:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User483,user483359@gmail.com,Sydney,21133,53,Other,English,1,Trident,Trident (1 times),16.28,0,UPI,44,8.5,Home > Gum > Trident,Trident,1,TRUE,5,Delayed Order,Positive,FALSE,Mobile,Edge,Android,216.229.227.144,Facebook,0.2,19.536,0.189111111,2,1,18.91111111,5.673333333,-44.32666667,13.23777778,100,-234.3948296,20.80222222,5.287896592,50,3.782222222,0,1922,7/1/2021,Dairy Milk,16.28,8,2,1,485.2009244,133.0336265,91.1042193,High,6/9/2021,9,5,9,3,343,274,251,223,217,5,4,1,12/9/2024,1,Price,15,396,5,0,0,0,0:01:00,0:02:00,0:02:00,4,10,0:02:00,0:02:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User484,user484692@outlook.com,Toronto,80632,37,Male,Spanish,1,Schweppes,Schweppes (3 times),90.19,0,UPI,33,8.5,Home > Beverages > Schweppes,Schweppes,0,FALSE,3,Delayed Order,Neutral,FALSE,Tablet,Chrome,MacOS,172.144.8.187,Facebook,0.2,108.228,0.25,2,1,25,7.5,-42.5,17.5,100,-170,27.5,4,50,5,0,3915,10/1/2022,Bournville,90.19,4,2,0,60.71817881,994.1398353,81.13801178,High,9/3/2022,2,9,3,8,256,166,120,94,87,6,1,0,12/30/2024,0,No Need,0,276,16,0,0,0,0:04:00,0:02:00,0:03:00,2,10,0:07:00,0:01:00,0:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User485,user485135@gmail.com,London,90021,39,Other,Hindi,1,Dairy Milk,Dairy Milk (6 times),24.16,1,PayPal,2,4.466666667,Home > Chocolate > Dairy Milk,Snacks,1,TRUE,4,Delayed Order,Neutral,TRUE,Desktop,Safari,MacOS,31.147.87.57,EmailCampaign,0.8,28.992,1.493333333,8,4,149.3333333,44.8,-5.2,104.5333333,100,-3.482142857,164.2666667,0.669642857,50,29.86666667,0,8957,5/1/2022,TUC,24.16,7,1,1,266.5400433,552.3771151,48.68124642,Low,4/13/2022,1,9,8,1,238,216,186,157,153,8,4,2,10/15/2024,1,Quality,20,65,5,0,0,0,0:02:00,0:02:00,0:05:00,10,10,0:07:00,0:02:00,0:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User486,user486886@yahoo.com,NewYork,79720,49,Male,English,1,Schweppes,Schweppes (4 times),66.69,1,Credit Card,28,16.58333333,Home > Beverages > Schweppes,Schweppes,1,FALSE,3,Product Complaint,Neutral,TRUE,Mobile,Edge,Android,113.21.7.94,Facebook,0.8,80.028,0.572068966,8,4,57.20689655,17.16206897,-32.83793103,40.04482759,100,-57.40204943,62.92758621,1.748040989,50,11.44137931,0,4046,6/1/2022,Dentyne,66.69,9,0,1,171.6282223,885.4543273,85.64304232,High,5/9/2022,4,4,9,6,308,225,198,179,173,5,2,1,1/23/2025,1,No Need,15,205,2,0,0,0,0:04:00,0:02:00,0:05:00,7,10,0:06:00,0:02:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User487,user487798@yahoo.com,NewYork,30880,45,Female,Hindi,1,Sour Patch,Sour Patch (6 times),60.45,1,UPI,25,17.35,Home > Candy > Sour Patch,Sour Patch,1,TRUE,1,Payment Issue,Positive,FALSE,Mobile,Firefox,MacOS,241.165.81.78,Google,0.8,72.54,0.667307692,8,4,66.73076923,20.01923077,-29.98076923,46.71153846,100,-44.92795389,73.40384615,1.498559078,50,13.34615385,1,2230,10/1/2021,Dentyne,60.45,4,3,2,382.9462024,914.6031712,34.43970994,Low,9/22/2021,9,1,8,9,380,317,303,290,283,4,4,1,12/17/2024,1,Quality,10,403,9,0,0,0,0:01:00,0:02:00,0:05:00,8,10,0:03:00,0:03:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User488,user488565@mondelez.com,NewYork,76902,54,Female,Chinese,1,Schweppes,Schweppes (8 times),9.61,0,UPI,21,14.75,Home > Beverages > Schweppes,Schweppes,0,TRUE,1,Product Complaint,Positive,FALSE,Desktop,Chrome,Windows,80.182.230.62,Google,0.8,11.532,0.670454545,8,4,67.04545455,20.11363636,-29.88636364,46.93181818,100,-44.57627119,73.75,1.491525424,50,13.40909091,0,8647,10/1/2021,BelVita,9.61,9,0,1,412.3504784,563.0484159,70.36151309,Low,9/22/2021,7,8,4,1,241,169,157,139,131,6,2,2,2/3/2025,0,Quality,10,160,9,0,0,0,0:04:00,0:01:00,0:05:00,3,10,0:01:00,0:02:00,0:04:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User489,user489914@gmail.com,Sydney,53407,22,Other,Hindi,1,Schweppes,Schweppes (5 times),33.72,0,Cash on Delivery,3,14.66666667,Home > Beverages > Schweppes,Schweppes,0,TRUE,5,Product Complaint,Neutral,TRUE,Mobile,Chrome,Windows,242.104.141.24,Instagram,0.8,40.464,3.67,8,4,367,110.1,60.1,256.9,100,16.3760218,403.7,0.272479564,50,73.4,0,5933,7/1/2021,Tang,33.72,4,2,2,420.0766374,145.9807759,20.31235734,Medium,6/29/2021,9,1,4,4,385,342,310,288,286,0,1,2,10/5/2024,0,No Need,10,50,4,0,0,0,0:04:00,0:01:00,0:05:00,8,10,0:02:00,0:00:00,0:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,3
User490,user490802@outlook.com,NewYork,37613,39,Other,Chinese,1,Dentyne,Dentyne (3 times),42.97,0,UPI,47,7.366666667,Home > Gum > Dentyne,Snacks,0,TRUE,5,Delayed Order,Neutral,TRUE,Desktop,Firefox,iOS,148.139.29.223,Google,0.8,51.564,0.15375,8,4,15.375,4.6125,-45.3875,10.7625,100,-295.203252,16.9125,6.504065041,50,3.075,0,4940,3/1/2023,Stride,42.97,1,0,1,183.606825,637.7227898,87.91909619,Low,2/4/2023,9,7,7,7,422,343,308,287,285,4,2,0,7/6/2024,0,Service,15,90,15,0,0,0,0:02:00,0:01:00,0:02:00,8,10,0:07:00,0:02:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User491,user491951@yahoo.com,Toronto,34239,30,Female,French,1,Dentyne,Dentyne (3 times),36.37,0,PayPal,33,7.933333333,Home > Gum > Dentyne,Dentyne,0,FALSE,1,Payment Issue,Positive,TRUE,Tablet,Chrome,Windows,108.173.210.223,Instagram,0.8,43.644,0.233529412,8,4,23.35294118,7.005882353,-42.99411765,16.34705882,100,-184.1057935,25.68823529,4.282115869,50,4.670588235,0,7483,9/1/2023,Tang,36.37,4,3,0,173.3632413,400.6841089,75.64894003,Medium,8/25/2023,9,4,4,6,321,299,253,231,228,1,1,1,6/11/2024,0,No Need,10,97,11,0,0,0,0:03:00,0:02:00,0:01:00,6,10,0:06:00,0:00:00,0:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User492,user492158@mondelez.com,NewYork,55370,22,Other,Hindi,1,Trident,Trident (2 times),36.78,0,Cash on Delivery,3,10.51666667,Home > Gum > Trident,Trident,1,TRUE,2,Delayed Order,Negative,FALSE,Tablet,Edge,MacOS,178.232.173.192,EmailCampaign,0.8,44.136,2.63,8,4,263,78.9,28.9,184.1,100,10.98859316,289.3,0.380228137,50,52.6,0,1203,1/1/2021,Clorets,36.78,2,1,0,354.6210737,286.0900053,23.73110481,High,12/27/2020,9,1,7,6,332,293,260,251,247,3,1,1,7/25/2024,0,No Need,15,464,1,0,0,0,0:04:00,0:02:00,0:01:00,7,10,0:05:00,0:00:00,0:06:00,Yes,High demand,Yes,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User493,user493884@mondelez.com,Toronto,98495,18,Other,English,0,BelVita,BelVita (2 times),9.56,0,Credit Card,33,15.86666667,Home > Biscuits > BelVita,BelVita,1,FALSE,1,Product Complaint,Negative,FALSE,Mobile,Safari,Windows,135.80.94.54,Facebook,0.8,9.56,0.467058824,8,4,46.70588235,14.01176471,-35.98823529,32.69411765,100,-77.05289673,51.37647059,2.141057935,50,9.341176471,0,1160,10/1/2023,Dairy Milk,9.56,6,0,2,467.6829641,264.2509164,11.92011447,Low,9/10/2023,7,4,9,9,362,297,269,245,236,6,3,0,7/4/2024,1,Quality,10,469,18,0,0,0,0:04:00,0:02:00,0:03:00,2,10,0:06:00,0:00:00,0:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User494,user494495@mondelez.com,NewYork,99603,46,Other,English,0,Sour Patch,Sour Patch (5 times),54.01,0,UPI,16,16.75,Home > Candy > Sour Patch,Snacks,0,TRUE,2,Payment Issue,Negative,FALSE,Tablet,Edge,Android,201.24.197.25,Facebook,0.8,54.01,0.985294118,8,4,98.52941176,29.55882353,-20.44117647,68.97058824,100,-20.74626866,108.3823529,1.014925373,50,19.70588235,1,9960,4/1/2021,Oreo,54.01,8,0,1,164.392347,603.3378053,45.08810874,Medium,3/26/2021,8,7,9,8,414,380,346,322,322,4,1,2,6/24/2024,0,Price,0,157,1,0,0,0,0:01:00,0:02:00,0:02:00,4,10,0:02:00,0:01:00,0:05:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User495,user495592@mondelez.com,Toronto,12813,54,Male,Chinese,1,BelVita,BelVita (5 times),69.91,1,Cash on Delivery,13,9.966666667,Home > Biscuits > BelVita,Snacks,0,FALSE,1,Delayed Order,Negative,FALSE,Desktop,Edge,MacOS,152.66.91.219,Direct,0.8,83.892,0.712857143,8,4,71.28571429,21.38571429,-28.61428571,49.9,100,-40.14028056,78.41428571,1.402805611,50,14.25714286,0,4748,5/1/2022,Tang,69.91,6,1,2,459.7698647,194.0273355,70.77453316,Medium,4/18/2022,2,8,9,5,420,376,346,333,327,5,2,0,12/12/2024,0,Quality,0,210,8,0,0,0,0:01:00,0:01:00,0:05:00,2,10,0:02:00,0:03:00,0:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
User496,user496248@gmail.com,Mumbai,77205,49,Male,Spanish,1,TUC,TUC (5 times),37.42,0,UPI,44,7.816666667,Home > Biscuits > TUC,TUC,0,FALSE,4,Payment Issue,Neutral,FALSE,Mobile,Edge,MacOS,88.157.233.236,Google,0.8,44.904,0.174,8,4,17.4,5.22,-44.78,12.18,100,-257.3563218,19.14,5.747126437,50,3.48,0,7718,4/1/2021,Tang,37.42,9,1,0,316.1576269,839.4800987,35.48326659,High,3/8/2021,9,2,6,2,434,337,316,301,293,1,3,2,11/8/2024,1,Other,5,210,16,0,0,0,0:01:00,0:02:00,0:01:00,6,10,0:06:00,0:00:00,0:09:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,0
User497,user497158@gmail.com,Sydney,52707,47,Female,Hindi,0,Halls,Halls (4 times),30.57,0,PayPal,14,1.1,Home > Candy > Halls,Halls,1,FALSE,2,Payment Issue,Neutral,FALSE,Tablet,Firefox,Android,131.233.254.84,Direct,0.8,30.57,0.074,8,4,7.4,2.22,-47.78,5.18,100,-645.6756757,8.14,13.51351351,50,1.48,0,3581,2/1/2023,TUC,30.57,6,2,1,382.0721099,304.5640158,97.59296692,Medium,1/14/2023,2,9,1,3,345,255,213,185,178,2,3,0,7/31/2024,0,No Need,10,408,18,0,0,0,0:05:00,0:01:00,0:04:00,5,10,0:01:00,0:00:00,0:01:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,STORE234,New York,India,TXN36704,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.16862,Low,2791,Regular,Medium,89.27283,0,0,0,Yes,0,Returning,South,ORD10000,5,50,1,Mumbai,Australia,Standard,0.51529,0:05:24,9,5142,2,Candy & Gum,Low,49.00096,TRUE,15.66809,1,Web,1
